policy_id,customer_id,agent_id,product_type,policy_start_date,policy_end_date,annual_premium,sum_insured,payment_frequency,policy_status,renewal_flag,source_updated_at
POL0004781,CUST001147,AGT0057,Travel,2023-05-08,2023-06-14,357.06,88973.73,Semi-Annual,Renewed,1,2026-08-01
POL0004782,CUST003160,AGT0003,Life,2023-06-24,2024-06-03,2529.75,1117061.43,Monthly,Expired,0,2026-08-01
POL0004783,CUST002219,AGT0070,Life,2023-01-22,2024-01-18,5572.43,838317.18,Monthly,Cancelled,0,2026-08-01
POL0004784,CUST000294,AGT0028,Motor,2023-07-27,2024-07-30,1353.1,72748.49,Monthly,Cancelled,0,2026-08-01
POL0004785,CUST002109,AGT0002,Medical,2023-09-07,2024-09-16,2358.29,65805.66,Annual,Expired,0,2026-08-01
POL0004786,CUST004047,AGT0031,Home,2025-11-29,2026-11-17,1267.31,342688.59,Annual,Active,0,2026-08-01
POL0004787,CUST004502,AGT0068,Life,2025-02-11,2026-01-23,5208.81,1018383.34,Monthly,Expired,0,2026-08-01
POL0004788,CUST004515,AGT0077,Life,2023-10-25,2024-09-29,1230.04,113598.55,Semi-Annual,Renewed,1,2026-08-01
POL0004789,CUST001720,AGT0012,Motor,2023-06-04,2024-05-09,1703.44,167435.5,Monthly,Expired,0,2026-08-01
POL0004790,CUST003979,AGT0032,Medical,2025-12-18,2026-12-21,4457.82,229692.59,Annual,Cancelled,0,2026-08-01
POL0004791,CUST001965,AGT0068,Medical,2025-07-21,2026-07-04,2693.75,78305.83,Annual,Renewed,1,2026-08-01
POL0004792,CUST003906,AGT0002,Life,2023-05-05,2024-05-09,3236.18,1334772.59,Monthly,Renewed,1,2026-08-01
POL0004793,CUST000057,AGT0044,Travel,2024-12-31,2025-03-03,550.04,43492.38,Monthly,Expired,0,2026-08-01
POL0004794,CUST002457,AGT0044,Medical,2025-12-29,2027-01-17,1806.49,76231.22,Annual,Active,0,2026-08-01
POL0004795,CUST001896,AGT0030,Motor,2023-12-20,2024-11-16,2465.84,32552.84,Quarterly,Renewed,1,2026-08-01
POL0004796,CUST004004,AGT0026,Motor,2025-08-15,2026-09-08,1219.92,104481.02,Quarterly,Active,0,2026-08-01
POL0004797,CUST001633,AGT0076,Motor,2024-05-21,2025-06-16,2050.59,65745.4,Monthly,Expired,0,2026-08-01
POL0004798,CUST001800,AGT0029,Motor,2023-07-13,2024-07-06,2017.76,154690.05,Monthly,Expired,0,2026-08-01
POL0004799,CUST003268,AGT0049,Motor,2024-01-05,2025-01-05,2083.37,107291.36,Quarterly,Renewed,1,2026-08-01
POL0004800,CUST003922,AGT0061,Travel,2024-03-17,2024-05-26,723.08,56151.55,Monthly,Cancelled,0,2026-08-01
POL0004801,CUST002411,AGT0004,Medical,2023-02-21,2024-01-24,3195.48,312915.52,Monthly,Cancelled,0,2026-08-01
POL0004802,CUST005354,AGT0067,Travel,2024-03-11,2024-05-14,773.53,142723.62,Monthly,Cancelled,0,2026-08-01
POL0004803,CUST005883,AGT0062,Home,2026-06-16,2027-06-28,1216.72,787153.31,Annual,Active,0,2026-08-01
POL0004804,CUST003638,AGT0016,Motor,2023-06-24,2024-07-04,2533.75,41839.39,Monthly,Cancelled,0,2026-08-01
POL0004805,CUST003277,AGT0015,Life,2023-01-15,2023-12-29,1729.82,1320720.29,Semi-Annual,Cancelled,0,2026-08-01
POL0004806,CUST003125,AGT0046,Motor,2024-05-07,2025-06-06,2318.26,78598.75,Annual,Cancelled,0,2026-08-01
POL0004807,CUST000437,AGT0074,Motor,2026-06-11,2027-06-26,1929.67,81513.26,Annual,Active,0,2026-08-01
POL0004808,CUST002470,AGT0072,Motor,2025-06-04,2026-07-01,2397.98,100650.92,Semi-Annual,Expired,0,2026-08-01
POL0004809,CUST004857,AGT0014,Motor,2024-11-02,2025-11-25,1431.27,142913.89,Monthly,Renewed,1,2026-08-01
POL0004810,CUST004160,AGT0049,Life,2025-08-12,2026-08-21,4988.05,691530.28,Quarterly,Active,0,2026-08-01
POL0004811,CUST000320,AGT0040,Life,2023-01-14,2024-01-12,4177.13,1025485.52,Quarterly,Expired,0,2026-08-01
POL0004812,CUST000831,AGT0056,Life,2023-09-23,2024-09-12,5611.72,338181.55,Annual,Renewed,1,2026-08-01
POL0004813,CUST005024,AGT0042,Life,2026-01-06,2026-12-14,5018.96,513131.81,Annual,Active,0,2026-08-01
POL0004814,CUST004409,AGT0046,Travel,2025-08-01,2025-08-18,765.41,143218.74,Annual,Renewed,1,2026-08-01
POL0004815,CUST002433,AGT0046,Travel,2024-08-25,2024-10-08,399.43,74608.14,Monthly,Expired,0,2026-08-01
POL0004816,CUST005651,AGT0002,Travel,2023-12-15,2024-03-08,519.91,114429.73,Annual,Renewed,1,2026-08-01
POL0004817,CUST000371,AGT0043,Life,2023-10-25,2024-10-26,6131.22,211336.21,Semi-Annual,Expired,0,2026-08-01
POL0004818,CUST004570,AGT0012,Medical,2023-02-25,2024-02-21,3340.57,63638.95,Annual,Expired,0,2026-08-01
POL0004819,CUST005865,AGT0036,Medical,2026-02-27,2027-02-15,2794.41,73698.37,Annual,Active,0,2026-08-01
POL0004820,CUST002624,AGT0044,Medical,2023-09-12,2024-09-02,2963.04,365644.27,Annual,Renewed,1,2026-08-01
POL0004821,CUST002973,AGT0058,Motor,2025-11-30,2026-12-15,2190.46,29076.16,Monthly,Active,0,2026-08-01
POL0004822,CUST001275,AGT0068,Travel,2024-03-23,2024-05-11,802.42,98262.86,Monthly,Renewed,1,2026-08-01
POL0004823,CUST005129,AGT0013,Home,2026-04-03,2027-03-16,605.89,285566.35,Monthly,Active,0,2026-08-01
POL0004824,CUST004354,AGT0047,Home,2023-02-16,2024-02-23,674.82,195099.38,Quarterly,Renewed,1,2026-08-01
POL0004825,CUST002524,AGT0063,Motor,2024-11-06,2025-11-26,1147.36,130837.33,Annual,Expired,0,2026-08-01
POL0004826,CUST001408,AGT0027,Motor,2023-05-05,2024-04-25,1139.45,107027.61,Monthly,Expired,0,2026-08-01
POL0004827,CUST002770,AGT0003,Motor,2023-01-03,2023-12-27,911.87,162598.36,Annual,Renewed,1,2026-08-01
POL0004828,CUST002712,AGT0075,Travel,2024-04-10,2024-06-27,690.14,114539.17,Semi-Annual,Expired,0,2026-08-01
POL0004829,CUST002175,AGT0068,Life,2025-04-12,2026-04-15,3168.46,551812.96,Annual,Renewed,1,2026-08-01
POL0004830,CUST005036,AGT0057,Life,2026-04-23,2027-05-18,3662.99,277188.94,Annual,Active,0,2026-08-01
POL0004831,CUST002214,AGT0060,Home,2023-07-17,2024-06-14,1598.27,602542.74,Quarterly,Renewed,1,2026-08-01
POL0004832,CUST000686,AGT0025,Motor,2025-04-10,2026-04-29,2448.59,75589.15,Monthly,Renewed,1,2026-08-01
POL0004833,CUST004761,AGT0064,Medical,2025-11-14,2026-10-23,3290.33,124485.69,Quarterly,Cancelled,0,2026-08-01
POL0004834,CUST004382,AGT0080,Travel,2026-05-06,2026-07-24,136.94,94494.78,Quarterly,Renewed,1,2026-08-01
POL0004835,CUST000185,AGT0024,Motor,2023-12-31,2024-12-23,1621.35,125873.8,Annual,Expired,0,2026-08-01
POL0004836,CUST004174,AGT0038,Medical,2023-02-18,2024-02-16,4836.51,178499.88,Monthly,Expired,0,2026-08-01
POL0004837,CUST002940,AGT0068,Medical,2026-06-04,2027-06-17,4787.36,374759.92,Monthly,Cancelled,0,2026-08-01
POL0004838,CUST004042,AGT0018,Life,2026-02-08,2027-01-15,3085.56,195311.88,Annual,Cancelled,0,2026-08-01
POL0004839,CUST001594,AGT0056,Home,2023-11-28,2024-12-26,1756.5,678349.38,Annual,Renewed,1,2026-08-01
POL0004840,CUST001069,AGT0003,Motor,2023-06-27,2024-07-16,1383.8,36909.01,Annual,Renewed,1,2026-08-01
POL0004841,CUST003341,AGT0078,Medical,2024-11-28,2025-10-28,4419.8,360814.61,Annual,Renewed,1,2026-08-01
POL0004842,CUST000326,AGT0006,Home,2023-11-06,2024-11-07,1704.37,436864.61,Quarterly,Expired,0,2026-08-01
POL0004843,CUST001292,AGT0002,Medical,2025-01-06,2026-02-01,1545.79,118333.29,Annual,Renewed,1,2026-08-01
POL0004844,CUST000267,AGT0034,Life,2023-05-12,2024-04-08,2894.81,129527.36,Annual,Expired,0,2026-08-01
POL0004845,CUST002093,AGT0064,Home,2026-04-27,2027-04-12,1141.4,773184.78,Monthly,Active,0,2026-08-01
POL0004846,CUST005438,AGT0017,Motor,2024-06-21,2025-06-16,1463.84,160756.77,Semi-Annual,Renewed,1,2026-08-01
POL0004847,CUST003200,AGT0050,Motor,2023-07-03,2024-07-31,2562.62,79201.44,Quarterly,Renewed,1,2026-08-01
POL0004848,CUST004432,AGT0028,Motor,2023-09-22,2024-09-22,1525.72,125492.38,Annual,Renewed,1,2026-08-01
POL0004849,CUST004451,AGT0080,Motor,2025-05-18,2026-04-15,2308.38,159152.67,Monthly,Renewed,1,2026-08-01
POL0004850,CUST000759,AGT0038,Medical,2025-08-24,2026-08-30,1830.97,90310.41,Annual,Active,0,2026-08-01
POL0004851,CUST005676,AGT0036,Motor,2023-05-19,2024-05-16,2569.63,100957.87,Quarterly,Renewed,1,2026-08-01
POL0004852,CUST000926,AGT0002,Medical,2025-09-13,2026-09-17,4066.28,241198.15,Monthly,Active,0,2026-08-01
POL0004853,CUST001459,AGT0023,Life,2026-05-07,2027-05-23,1280.9,401772.35,Annual,Active,0,2026-08-01
POL0004854,CUST003934,AGT0002,Motor,2024-01-15,2024-12-16,1110.26,60125.07,Monthly,Renewed,1,2026-08-01
POL0004855,CUST002898,AGT0071,Medical,2025-03-17,2026-03-05,1429.42,463076.32,Annual,Renewed,1,2026-08-01
POL0004856,CUST001290,AGT0039,Motor,2025-11-11,2026-10-15,1864.78,131185.51,Annual,Active,0,2026-08-01
POL0004857,CUST002092,AGT0027,Life,2026-05-16,2027-06-14,6036.26,974303.3,Monthly,Active,0,2026-08-01
POL0004858,CUST002452,AGT0020,Medical,2023-08-02,2024-08-27,4297.88,341262.78,Monthly,Expired,0,2026-08-01
POL0004859,CUST003637,AGT0057,Motor,2026-03-07,2027-04-02,1840.78,86114.34,Annual,Active,0,2026-08-01
POL0004860,CUST004744,AGT0052,Home,2023-02-22,2024-02-04,1225.7,725819.84,Quarterly,Cancelled,0,2026-08-01
POL0004861,CUST002199,AGT0027,Travel,2024-12-25,2025-01-17,805.12,116957.12,Monthly,Renewed,1,2026-08-01
POL0004862,CUST002355,AGT0023,Life,2023-08-04,2024-07-29,3824.03,710790.22,Quarterly,Renewed,1,2026-08-01
POL0004863,CUST000582,AGT0076,Life,2023-05-29,2024-04-23,5552.74,305432.1,Monthly,Renewed,1,2026-08-01
POL0004864,CUST005731,AGT0005,Medical,2023-11-18,2024-12-08,1408.04,93852.78,Monthly,Renewed,1,2026-08-01
POL0004865,CUST003687,AGT0043,Motor,2023-07-24,2024-06-29,952.12,147186.76,Monthly,Renewed,1,2026-08-01
POL0004866,CUST001560,AGT0078,Medical,2023-03-07,2024-03-16,1721.49,366253.9,Annual,Cancelled,0,2026-08-01
POL0004867,CUST000214,AGT0026,Travel,2024-01-28,2024-02-04,816.75,78477.36,Annual,Cancelled,0,2026-08-01
POL0004868,CUST005698,AGT0005,Home,2023-05-24,2024-04-26,1439.49,191602.31,Annual,Renewed,1,2026-08-01
POL0004869,CUST000259,AGT0066,Life,2024-05-15,2025-05-24,6487.06,1182746.26,Monthly,Renewed,1,2026-08-01
POL0004870,CUST001093,AGT0073,Medical,2024-01-31,2024-12-29,2427.65,211615.54,Annual,Cancelled,0,2026-08-01
POL0004871,CUST005306,AGT0005,Life,2024-11-11,2025-10-16,2171.3,1187403.43,Semi-Annual,Cancelled,0,2026-08-01
POL0004872,CUST002029,AGT0031,Life,2026-01-19,2026-12-28,1547.56,1078925.58,Semi-Annual,Active,0,2026-08-01
POL0004873,CUST005222,AGT0008,Motor,2023-07-03,2024-06-28,1588.23,168809.85,Monthly,Expired,0,2026-08-01
POL0004874,CUST003303,AGT0072,Medical,2026-01-23,2027-01-02,5081.83,80532.35,Monthly,Active,0,2026-08-01
POL0004875,CUST003377,AGT0067,Motor,2024-12-05,2025-11-12,875.61,122941.46,Monthly,Expired,0,2026-08-01
POL0004876,CUST005593,AGT0066,Medical,2026-07-22,2027-06-29,4894.05,406646.76,Monthly,Active,0,2026-08-01
POL0004877,CUST000109,AGT0026,Travel,2024-06-16,2024-08-13,278.05,57891.74,Quarterly,Renewed,1,2026-08-01
POL0004878,CUST002087,AGT0058,Medical,2023-05-09,2024-05-26,1240.91,381617.13,Monthly,Renewed,1,2026-08-01
POL0004879,CUST002059,AGT0015,Life,2023-10-02,2024-09-15,2202.47,516875.81,Quarterly,Renewed,1,2026-08-01
POL0004880,CUST004397,AGT0012,Medical,2023-01-03,2024-01-10,1415.73,335729.14,Annual,Expired,0,2026-08-01
POL0004881,CUST002078,AGT0047,Motor,2026-02-06,2027-02-17,2023.93,128884.89,Quarterly,Active,0,2026-08-01
POL0004882,CUST005283,AGT0078,Life,2025-01-09,2025-12-21,6743.28,1353124.42,Quarterly,Expired,0,2026-08-01
POL0004883,CUST004326,AGT0021,Life,2026-02-26,2027-03-01,6933.39,1431263.2,Annual,Active,0,2026-08-01
POL0004884,CUST005447,AGT0038,Travel,2025-02-27,2025-05-11,115.99,149587.47,Semi-Annual,Cancelled,0,2026-08-01
POL0004885,CUST004872,AGT0079,Life,2026-05-05,2027-04-24,4373.51,1071397.87,Semi-Annual,Active,0,2026-08-01
POL0004886,CUST004483,AGT0035,Travel,2023-11-05,2023-11-29,403.46,95260.81,Monthly,Expired,0,2026-08-01
POL0004887,CUST002126,AGT0066,Motor,2024-03-09,2025-03-24,1303.13,129253.31,Semi-Annual,Renewed,1,2026-08-01
POL0004888,CUST004366,AGT0055,Life,2025-11-07,2026-10-27,4322.89,1146196.97,Quarterly,Active,0,2026-08-01
POL0004889,CUST002531,AGT0072,Medical,2025-12-10,2026-11-12,2030.75,417086.02,Annual,Active,0,2026-08-01
POL0004890,CUST002060,AGT0027,Life,2026-06-03,2027-06-14,2591.55,507300.82,Annual,Active,0,2026-08-01
POL0004891,CUST001348,AGT0067,Life,2026-03-05,2027-03-16,6740.19,1092418.95,Annual,Active,0,2026-08-01
POL0004892,CUST005376,AGT0066,Motor,2024-03-09,2025-02-08,2147.5,50727.57,Semi-Annual,Renewed,1,2026-08-01
POL0004893,CUST004368,AGT0071,Medical,2025-06-01,2026-05-08,4215.8,96375.67,Monthly,Renewed,1,2026-08-01
POL0004894,CUST000296,AGT0073,Life,2026-05-21,2027-05-04,4164.04,1210485.43,Semi-Annual,Active,0,2026-08-01
POL0004895,CUST002095,AGT0028,Motor,2023-12-13,2024-11-12,1565.04,112832.11,Annual,Expired,0,2026-08-01
POL0004896,CUST003482,AGT0067,Life,2023-05-17,2024-06-01,3420.88,766371.16,Monthly,Expired,0,2026-08-01
POL0004897,CUST004233,AGT0054,Travel,2024-10-19,2025-01-11,167.95,71770.46,Monthly,Renewed,1,2026-08-01
POL0004898,CUST001842,AGT0008,Motor,2024-09-13,2025-10-03,2551.25,60903.66,Monthly,Renewed,1,2026-08-01
POL0004899,CUST004242,AGT0073,Life,2025-06-26,2026-06-02,5117.94,920673.22,Annual,Renewed,1,2026-08-01
POL0004900,CUST001635,AGT0058,Travel,2023-09-15,2023-10-05,461.11,31073.68,Monthly,Renewed,1,2026-08-01
POL0004901,CUST000938,AGT0055,Motor,2024-08-09,2025-07-22,1933.9,131472.4,Annual,Renewed,1,2026-08-01
POL0004902,CUST000524,AGT0006,Motor,2025-02-02,2026-01-28,2594.95,98014.72,Annual,Expired,0,2026-08-01
POL0004903,CUST005313,AGT0080,Life,2025-01-31,2025-12-27,2651.33,982786.87,Semi-Annual,Renewed,1,2026-08-01
POL0004904,CUST003946,AGT0078,Life,2023-04-03,2024-03-12,6296.71,144226.77,Monthly,Renewed,1,2026-08-01
POL0004905,CUST004948,AGT0070,Travel,2023-05-14,2023-07-05,139.32,68662.6,Quarterly,Renewed,1,2026-08-01
POL0004906,CUST003218,AGT0027,Life,2024-10-21,2025-10-29,1232.43,659502.93,Monthly,Renewed,1,2026-08-01
POL0004907,CUST003499,AGT0006,Life,2024-04-29,2025-05-14,6490.46,908922.06,Quarterly,Renewed,1,2026-08-01
POL0004908,CUST001747,AGT0060,Medical,2023-08-15,2024-08-06,1363.69,455844.17,Monthly,Expired,0,2026-08-01
POL0004909,CUST000518,AGT0041,Motor,2025-11-18,2026-10-15,2035.18,134675.98,Quarterly,Active,0,2026-08-01
POL0004910,CUST004291,AGT0021,Life,2024-06-29,2025-07-28,3976.95,1228545.28,Monthly,Expired,0,2026-08-01
POL0004911,CUST001004,AGT0023,Motor,2025-01-26,2026-01-25,1539.53,141396.66,Quarterly,Expired,0,2026-08-01
POL0004912,CUST005249,AGT0054,Home,2025-06-18,2026-07-13,1784.72,240398.94,Quarterly,Expired,0,2026-08-01
POL0004913,CUST000554,AGT0071,Motor,2025-08-05,2026-08-25,1381.67,102157.68,Annual,Cancelled,0,2026-08-01
POL0004914,CUST005862,AGT0047,Motor,2024-03-12,2025-02-13,968.07,137601.51,Annual,Renewed,1,2026-08-01
POL0004915,CUST002782,AGT0075,Travel,2023-02-01,2023-03-30,253.01,89657.85,Semi-Annual,Renewed,1,2026-08-01
POL0004916,CUST001697,AGT0046,Motor,2024-12-07,2025-12-14,2534.57,171910.07,Monthly,Expired,0,2026-08-01
POL0004917,CUST001594,AGT0046,Medical,2023-11-10,2024-11-27,4929.01,283141.29,Monthly,Renewed,1,2026-08-01
POL0004918,CUST004067,AGT0029,Home,2026-06-23,2027-07-04,738.01,529233.29,Annual,Cancelled,0,2026-08-01
POL0004919,CUST004985,AGT0005,Travel,2026-03-15,2026-05-19,491.34,35579.79,Semi-Annual,Expired,0,2026-08-01
POL0004920,CUST002853,AGT0021,Motor,2026-02-18,2027-01-20,1864.12,32659.08,Semi-Annual,Active,0,2026-08-01
POL0004921,CUST002616,AGT0028,Motor,2025-10-19,2026-10-02,2563.16,29417.44,Monthly,Active,0,2026-08-01
POL0004922,CUST005273,AGT0050,Life,2026-07-27,2027-07-05,4814.49,309503.81,Annual,Active,0,2026-08-01
POL0004923,CUST002713,AGT0016,Medical,2026-06-03,2027-06-02,4568.4,352356.03,Monthly,Active,0,2026-08-01
POL0004924,CUST001985,AGT0041,Motor,2023-08-20,2024-09-18,1060.7,48495.06,Quarterly,Expired,0,2026-08-01
POL0004925,CUST005532,AGT0043,Motor,2025-03-14,2026-03-12,1688.37,37287.62,Monthly,Cancelled,0,2026-08-01
POL0004926,CUST004816,AGT0041,Travel,2024-10-07,2024-11-18,663.6,99663.35,Monthly,Expired,0,2026-08-01
POL0004927,CUST003467,AGT0079,Medical,2023-02-11,2024-02-25,1175.99,436255.85,Monthly,Renewed,1,2026-08-01
POL0004928,CUST000067,AGT0016,Travel,2025-10-22,2025-12-21,401.14,24291.89,Monthly,Expired,0,2026-08-01
POL0004929,CUST002325,AGT0028,Motor,2023-05-24,2024-06-17,2501.03,100983.37,Monthly,Renewed,1,2026-08-01
POL0004930,CUST005866,AGT0030,Life,2026-04-29,2027-04-22,5725.46,368371.79,Monthly,Active,0,2026-08-01
POL0004931,CUST005901,AGT0059,Medical,2025-06-28,2026-07-10,1583.92,461480.11,Monthly,Renewed,1,2026-08-01
POL0004932,CUST004040,AGT0053,Medical,2023-11-11,2024-10-11,3054.91,238329.97,Quarterly,Renewed,1,2026-08-01
POL0004933,CUST002775,AGT0067,Life,2023-02-17,2024-02-13,3866.57,1006145.08,Monthly,Expired,0,2026-08-01
POL0004934,CUST005158,AGT0043,Motor,2026-07-14,2027-07-07,1016.85,89557.7,Monthly,Active,0,2026-08-01
POL0004935,CUST003479,AGT0067,Travel,2025-11-22,2025-12-21,304.03,126316.66,Monthly,Cancelled,0,2026-08-01
POL0004936,CUST000360,AGT0003,Life,2024-07-30,2025-08-14,2247.93,789768.56,Quarterly,Renewed,1,2026-08-01
POL0004937,CUST002293,AGT0012,Motor,2025-11-17,2026-10-13,2579.09,171342.83,Semi-Annual,Active,0,2026-08-01
POL0004938,CUST001944,AGT0049,Life,2025-10-06,2026-09-21,4126.84,602508.59,Monthly,Cancelled,0,2026-08-01
POL0004939,CUST004016,AGT0019,Home,2025-03-10,2026-03-04,530.85,671603.21,Quarterly,Renewed,1,2026-08-01
POL0004940,CUST001318,AGT0024,Medical,2024-11-08,2025-11-15,2963.07,89879.54,Annual,Expired,0,2026-08-01
POL0004941,CUST004655,AGT0018,Medical,2023-02-27,2024-01-30,1378.67,122934.55,Quarterly,Cancelled,0,2026-08-01
POL0004942,CUST001460,AGT0012,Travel,2024-01-24,2024-02-07,724.88,88849.81,Quarterly,Renewed,1,2026-08-01
POL0004943,CUST003772,AGT0024,Motor,2024-02-10,2025-02-22,1950.85,61490.51,Quarterly,Renewed,1,2026-08-01
POL0004944,CUST001806,AGT0074,Life,2023-05-23,2024-05-22,4220.87,182541.49,Monthly,Expired,0,2026-08-01
POL0004945,CUST001491,AGT0004,Motor,2025-07-15,2026-07-31,2113.82,59630.26,Quarterly,Cancelled,0,2026-08-01
POL0004946,CUST004231,AGT0080,Life,2023-07-31,2024-07-28,2992.92,479240.43,Monthly,Expired,0,2026-08-01
POL0004947,CUST005654,AGT0044,Medical,2023-12-05,2025-01-03,2709.46,330418.58,Monthly,Renewed,1,2026-08-01
POL0004948,CUST004800,AGT0062,Motor,2025-04-26,2026-03-25,962.8,46588.58,Annual,Renewed,1,2026-08-01
POL0004949,CUST003071,AGT0060,Travel,2024-11-10,2024-11-25,250.78,140686.18,Monthly,Renewed,1,2026-08-01
POL0004950,CUST005488,AGT0005,Medical,2024-12-24,2026-01-05,1136.82,179143.44,Quarterly,Expired,0,2026-08-01
POL0004951,CUST004957,AGT0021,Medical,2026-01-21,2026-12-22,1438.22,483619.91,Semi-Annual,Active,0,2026-08-01
POL0004952,CUST005508,AGT0070,Life,2024-07-19,2025-07-28,4995.2,692951.76,Annual,Expired,0,2026-08-01
POL0004953,CUST000053,AGT0052,Medical,2025-03-18,2026-02-20,1948.16,379505.88,Semi-Annual,Expired,0,2026-08-01
POL0004954,CUST004880,AGT0030,Motor,2025-03-29,2026-04-02,812.14,128524.68,Annual,Renewed,1,2026-08-01
POL0004955,CUST003107,AGT0044,Life,2023-06-13,2024-07-06,2335.31,493474.99,Monthly,Renewed,1,2026-08-01
POL0004956,CUST004191,AGT0035,Home,2024-10-25,2025-10-06,761.34,443737.14,Monthly,Renewed,1,2026-08-01
POL0004957,CUST005614,AGT0008,Motor,2024-12-18,2025-11-25,1054.44,56686.0,Quarterly,Expired,0,2026-08-01
POL0004958,CUST003118,AGT0075,Travel,2023-07-04,2023-09-20,228.29,134993.88,Quarterly,Expired,0,2026-08-01
POL0004959,CUST004130,AGT0020,Life,2023-06-17,2024-06-04,6859.74,1340858.7,Monthly,Expired,0,2026-08-01
POL0004960,CUST005897,AGT0070,Motor,2023-12-08,2024-12-24,843.26,77565.56,Annual,Renewed,1,2026-08-01
POL0004961,CUST000686,AGT0020,Life,2024-07-10,2025-06-13,4476.37,672146.69,Quarterly,Cancelled,0,2026-08-01
POL0004962,CUST004454,AGT0049,Medical,2024-07-18,2025-08-04,4292.1,186236.34,Semi-Annual,Renewed,1,2026-08-01
POL0004963,CUST004260,AGT0040,Travel,2023-10-26,2023-11-21,835.37,58871.92,Annual,Expired,0,2026-08-01
POL0004964,CUST001143,AGT0071,Life,2024-06-03,2025-06-17,3279.51,222490.28,Monthly,Expired,0,2026-08-01
POL0004965,CUST000091,AGT0051,Motor,2024-01-16,2024-12-30,1348.37,122379.49,Monthly,Expired,0,2026-08-01
POL0004966,CUST003796,AGT0048,Motor,2026-03-25,2027-04-06,1562.1,142896.04,Annual,Active,0,2026-08-01
POL0004967,CUST002213,AGT0025,Medical,2025-05-07,2026-04-26,3637.1,203338.67,Quarterly,Expired,0,2026-08-01
POL0004968,CUST001881,AGT0070,Medical,2026-05-16,2027-05-09,2848.88,275798.29,Annual,Active,0,2026-08-01
POL0004969,CUST001421,AGT0011,Home,2025-04-28,2026-05-12,794.5,98030.74,Monthly,Cancelled,0,2026-08-01
POL0004970,CUST003268,AGT0041,Travel,2024-11-29,2025-02-02,780.54,101896.4,Quarterly,Renewed,1,2026-08-01
POL0004971,CUST001512,AGT0022,Travel,2024-10-02,2024-11-03,384.73,62246.59,Annual,Expired,0,2026-08-01
POL0004972,CUST000447,AGT0037,Medical,2023-12-14,2025-01-11,1781.32,116497.76,Semi-Annual,Expired,0,2026-08-01
POL0004973,CUST000249,AGT0004,Motor,2023-08-21,2024-08-24,2593.12,21780.28,Monthly,Cancelled,0,2026-08-01
POL0004974,CUST001558,AGT0056,Life,2025-11-10,2026-11-30,4483.82,697706.34,Semi-Annual,Active,0,2026-08-01
POL0004975,CUST003703,AGT0060,Motor,2024-05-24,2025-04-22,2331.23,127166.02,Quarterly,Expired,0,2026-08-01
POL0004976,CUST003169,AGT0056,Motor,2023-08-26,2024-08-03,1377.6,58398.26,Annual,Expired,0,2026-08-01
POL0004977,CUST004452,AGT0056,Motor,2024-06-29,2025-06-08,1216.58,46867.6,Semi-Annual,Renewed,1,2026-08-01
POL0004978,CUST003594,AGT0003,Home,2024-10-05,2025-09-21,585.01,582657.1,Monthly,Renewed,1,2026-08-01
POL0004979,CUST001752,AGT0054,Life,2025-05-26,2026-05-09,5580.47,930936.16,Quarterly,Renewed,1,2026-08-01
POL0004980,CUST005507,AGT0027,Motor,2026-07-23,2027-08-03,2539.99,68794.44,Monthly,Active,0,2026-08-01
POL0004981,CUST003522,AGT0050,Home,2026-06-27,2027-07-27,1712.12,777567.03,Annual,Active,0,2026-08-01
POL0004982,CUST003713,AGT0052,Travel,2026-02-17,2026-03-22,618.66,97615.71,Annual,Renewed,1,2026-08-01
POL0004983,CUST002985,AGT0024,Life,2025-12-17,2026-11-26,5393.34,1241381.21,Semi-Annual,Active,0,2026-08-01
POL0004984,CUST002540,AGT0011,Motor,2026-04-29,2027-05-25,1276.92,167812.11,Quarterly,Active,0,2026-08-01
POL0004985,CUST005959,AGT0010,Medical,2025-07-24,2026-07-13,2576.22,353809.12,Monthly,Expired,0,2026-08-01
POL0004986,CUST002337,AGT0036,Motor,2023-05-08,2024-05-18,919.28,66766.09,Monthly,Expired,0,2026-08-01
POL0004987,CUST004874,AGT0048,Life,2023-11-09,2024-10-16,4464.72,1048291.82,Annual,Expired,0,2026-08-01
POL0004988,CUST000504,AGT0001,Life,2024-08-27,2025-09-20,6759.7,689428.12,Monthly,Expired,0,2026-08-01
POL0004989,CUST005677,AGT0059,Motor,2025-10-22,2026-10-18,1995.63,49026.08,Annual,Active,0,2026-08-01
POL0004990,CUST004542,AGT0020,Medical,2025-10-02,2026-10-24,2814.75,128445.72,Annual,Active,0,2026-08-01
POL0004991,CUST004946,AGT0065,Medical,2026-02-21,2027-01-17,2284.63,119141.19,Monthly,Active,0,2026-08-01
POL0004992,CUST001917,AGT0056,Travel,2023-07-23,2023-10-21,450.16,80453.22,Annual,Renewed,1,2026-08-01
POL0004993,CUST003947,AGT0059,Motor,2025-02-19,2026-03-09,1422.24,115108.33,Monthly,Cancelled,0,2026-08-01
POL0004994,CUST004534,AGT0017,Life,2025-10-02,2026-09-06,6564.16,1464367.08,Annual,Active,0,2026-08-01
POL0004995,CUST000427,AGT0053,Home,2024-05-29,2025-06-21,1364.47,632065.0,Monthly,Renewed,1,2026-08-01
POL0004996,CUST003896,AGT0055,Life,2024-03-22,2025-04-07,2711.81,424835.61,Annual,Renewed,1,2026-08-01
