customer_id,gender,date_of_birth,state,city,income_band,risk_segment,customer_since,source_updated_at,dw_updated_at
CUST002969,Male,1973-07-14,Johor,Johor Bahru,RM3k-6k,Medium,2020-08-17,2026-08-01,2026-08-14 00:26:12.005687
CUST002970,Female,1969-05-21,Selangor,Petaling Jaya,<RM3k,Low,2019-07-16,2026-08-01,2026-08-14 00:26:12.005687
CUST002971,Female,1957-11-03,Sabah,Sandakan,RM10k-15k,High,2020-08-01,2026-08-01,2026-08-14 00:26:12.005687
CUST002972,Male,1993-09-23,Selangor,Klang,RM6k-10k,Low,2018-03-10,2026-08-01,2026-08-14 00:26:12.005687
CUST002973,Female,1974-06-05,Negeri Sembilan,Seremban,RM3k-6k,Medium,2023-12-21,2026-08-01,2026-08-14 00:26:12.005687
CUST002974,Male,1967-12-14,Selangor,Petaling Jaya,RM10k-15k,Medium,2020-10-14,2026-08-01,2026-08-14 00:26:12.005687
CUST002975,Male,1996-05-14,Kuala Lumpur,Kuala Lumpur,>RM15k,Medium,2023-04-13,2026-08-01,2026-08-14 00:26:12.005687
CUST002976,Male,1955-12-16,Selangor,Shah Alam,RM10k-15k,Low,2023-12-30,2026-08-01,2026-08-14 00:26:12.005687
CUST002977,Male,1977-12-21,Kuala Lumpur,Kuala Lumpur,RM6k-10k,High,2024-07-22,2026-08-01,2026-08-14 00:26:12.005687
CUST002978,Male,1962-11-16,Johor,Johor Bahru,>RM15k,Low,2018-08-16,2026-08-01,2026-08-14 00:26:12.005687
CUST002979,Male,1961-03-22,Selangor,Klang,RM10k-15k,Low,2022-02-01,2026-08-01,2026-08-14 00:26:12.005687
CUST002980,Male,1956-01-23,Melaka,Melaka City,<RM3k,Medium,2021-05-02,2026-08-01,2026-08-14 00:26:12.005687
CUST002981,Male,1964-03-01,Johor,Batu Pahat,>RM15k,Low,2020-10-20,2026-08-01,2026-08-14 00:26:12.005687
CUST002982,Female,2001-05-27,Selangor,Shah Alam,RM6k-10k,Medium,2024-06-14,2026-08-01,2026-08-14 00:26:12.005687
CUST002983,Female,1976-10-30,Johor,Muar,>RM15k,Low,2018-07-17,2026-08-01,2026-08-14 00:26:12.005687
CUST002984,Male,2003-12-30,Selangor,Shah Alam,RM10k-15k,High,2020-06-24,2026-08-01,2026-08-14 00:26:12.005687
CUST002985,Female,1968-02-05,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Medium,2024-05-09,2026-08-01,2026-08-14 00:26:12.005687
CUST002986,Female,1992-05-06,Selangor,Klang,RM3k-6k,Low,2021-02-26,2026-08-01,2026-08-14 00:26:12.005687
CUST002987,Female,1959-05-23,Kuala Lumpur,Kuala Lumpur,<RM3k,Medium,2019-05-22,2026-08-01,2026-08-14 00:26:12.005687
CUST002988,Male,1960-04-19,Selangor,Shah Alam,RM3k-6k,Low,2020-05-30,2026-08-01,2026-08-14 00:26:12.005687
CUST002989,Female,1955-10-21,Negeri Sembilan,Seremban,RM6k-10k,Medium,2019-12-26,2026-08-01,2026-08-14 00:26:12.005687
CUST002990,Male,1999-01-17,Perak,Ipoh,RM10k-15k,Medium,2023-05-08,2026-08-01,2026-08-14 00:26:12.005687
CUST002991,Male,1987-11-28,Melaka,Melaka City,<RM3k,Medium,2019-05-16,2026-08-01,2026-08-14 00:26:12.005687
CUST002992,Male,1991-06-11,Selangor,Subang Jaya,RM3k-6k,Medium,2024-02-11,2026-08-01,2026-08-14 00:26:12.005687
CUST002993,Female,2000-06-08,Sarawak,Miri,RM6k-10k,Medium,2020-06-29,2026-08-01,2026-08-14 00:26:12.005687
CUST002994,Male,1971-04-12,Selangor,Subang Jaya,RM3k-6k,Medium,2018-07-20,2026-08-01,2026-08-14 00:26:12.005687
CUST002995,Male,1990-05-27,Kuala Lumpur,Kuala Lumpur,<RM3k,High,2018-02-03,2026-08-01,2026-08-14 00:26:12.005687
CUST002996,Female,1979-08-11,Sarawak,Miri,<RM3k,Low,2022-11-10,2026-08-01,2026-08-14 00:26:12.005687
CUST002997,Male,1981-08-03,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Low,2023-11-17,2026-08-01,2026-08-14 00:26:12.005687
CUST002998,Female,1987-06-04,Selangor,Klang,RM6k-10k,Medium,2019-02-05,2026-08-01,2026-08-14 00:26:12.005687
CUST002999,Male,1978-01-10,Sarawak,Miri,RM10k-15k,Low,2020-06-21,2026-08-01,2026-08-14 00:26:12.005687
CUST003000,Female,1956-03-06,Penang,George Town,RM3k-6k,Low,2024-01-21,2026-08-01,2026-08-14 00:26:12.005687
CUST003001,Male,1958-09-05,Johor,Johor Bahru,<RM3k,Medium,2024-12-09,2026-08-01,2026-08-14 00:26:12.005687
CUST003002,Male,1979-07-29,Selangor,Petaling Jaya,RM10k-15k,Low,2023-11-02,2026-08-01,2026-08-14 00:26:12.005687
CUST003003,Female,1982-12-04,Kuala Lumpur,Kuala Lumpur,>RM15k,Low,2022-12-10,2026-08-01,2026-08-14 00:26:12.005687
CUST003004,Male,1990-11-19,Negeri Sembilan,Seremban,RM3k-6k,Low,2023-12-26,2026-08-01,2026-08-14 00:26:12.005687
CUST003005,Female,1983-01-13,Kuala Lumpur,Kuala Lumpur,RM10k-15k,Low,2020-05-17,2026-08-01,2026-08-14 00:26:12.005687
CUST003006,Male,1964-03-22,Selangor,Shah Alam,RM10k-15k,Low,2018-07-06,2026-08-01,2026-08-14 00:26:12.005687
CUST003007,Male,1972-12-21,Selangor,Petaling Jaya,>RM15k,Low,2022-07-07,2026-08-01,2026-08-14 00:26:12.005687
CUST003008,Female,1976-09-29,Melaka,Melaka City,RM3k-6k,Medium,2022-06-23,2026-08-01,2026-08-14 00:26:12.005687
CUST003009,Female,2003-03-18,Sabah,Sandakan,<RM3k,Low,2024-06-04,2026-08-01,2026-08-14 00:26:12.005687
CUST003010,Male,1981-02-03,Johor,Batu Pahat,<RM3k,Medium,2019-12-05,2026-08-01,2026-08-14 00:26:12.005687
CUST003011,Female,1986-02-10,Negeri Sembilan,Seremban,RM10k-15k,High,2025-02-09,2026-08-01,2026-08-14 00:26:12.005687
CUST003012,Male,1991-01-15,Kuala Lumpur,Kuala Lumpur,RM10k-15k,Low,2021-12-19,2026-08-01,2026-08-14 00:26:12.005687
CUST003013,Male,1972-09-30,Melaka,Melaka City,RM3k-6k,High,2021-07-15,2026-08-01,2026-08-14 00:26:12.005687
CUST003014,Male,2002-04-03,Kuala Lumpur,Kuala Lumpur,<RM3k,Low,2025-11-30,2026-08-01,2026-08-14 00:26:12.005687
CUST003015,Female,1988-01-26,Selangor,Klang,<RM3k,Medium,2022-05-07,2026-08-01,2026-08-14 00:26:12.005687
CUST003016,Male,1996-07-24,Kuala Lumpur,Kuala Lumpur,RM6k-10k,High,2018-09-22,2026-08-01,2026-08-14 00:26:12.005687
CUST003017,Male,1991-09-17,Negeri Sembilan,Seremban,>RM15k,Medium,2020-01-12,2026-08-01,2026-08-14 00:26:12.005687
CUST003018,Female,1985-06-14,Melaka,Melaka City,RM3k-6k,Low,2022-10-02,2026-08-01,2026-08-14 00:26:12.005687
CUST003019,Female,1956-07-06,Penang,George Town,RM6k-10k,Low,2019-11-04,2026-08-01,2026-08-14 00:26:12.005687
CUST003020,Female,1983-08-06,Selangor,Shah Alam,RM6k-10k,Low,2019-04-27,2026-08-01,2026-08-14 00:26:12.005687
CUST003021,Female,1961-05-06,Selangor,Petaling Jaya,RM10k-15k,High,2020-05-16,2026-08-01,2026-08-14 00:26:12.005687
CUST003022,Male,1984-07-21,Johor,Muar,RM10k-15k,Low,2022-01-29,2026-08-01,2026-08-14 00:26:12.005687
CUST003023,Female,1989-05-14,Selangor,Subang Jaya,RM3k-6k,Low,2018-09-28,2026-08-01,2026-08-14 00:26:12.005687
CUST003024,Male,1981-09-17,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Low,2022-03-02,2026-08-01,2026-08-14 00:26:12.005687
CUST003025,Female,1970-02-10,Perak,Ipoh,RM10k-15k,Low,2023-10-26,2026-08-01,2026-08-14 00:26:12.005687
CUST003026,Female,1957-11-28,Penang,Bayan Lepas,>RM15k,Low,2021-08-25,2026-08-01,2026-08-14 00:26:12.005687
CUST003027,Female,1987-11-18,Melaka,Melaka City,RM6k-10k,Low,2023-07-21,2026-08-01,2026-08-14 00:26:12.005687
CUST003028,Male,1989-03-19,Johor,Johor Bahru,<RM3k,Medium,2023-02-12,2026-08-01,2026-08-14 00:26:12.005687
CUST003029,Male,1978-06-02,Selangor,Petaling Jaya,RM6k-10k,Low,2021-12-20,2026-08-01,2026-08-14 00:26:12.005687
CUST003030,Female,1990-02-05,Johor,Batu Pahat,RM6k-10k,Low,2025-10-16,2026-08-01,2026-08-14 00:26:12.005687
CUST003031,Male,1993-03-05,Selangor,Klang,RM3k-6k,Low,2022-11-22,2026-08-01,2026-08-14 00:26:12.005687
CUST003032,Female,1980-02-10,Penang,Butterworth,>RM15k,Low,2024-06-10,2026-08-01,2026-08-14 00:26:12.005687
CUST003033,Female,1957-05-03,Sabah,Kota Kinabalu,RM3k-6k,Medium,2023-02-15,2026-08-01,2026-08-14 00:26:12.005687
CUST003034,Female,1997-08-24,Kuala Lumpur,Kuala Lumpur,>RM15k,Low,2025-08-31,2026-08-01,2026-08-14 00:26:12.005687
CUST003035,Male,1977-11-13,Selangor,Subang Jaya,RM3k-6k,Low,2021-06-13,2026-08-01,2026-08-14 00:26:12.005687
CUST003036,Male,1987-12-12,Sarawak,Kuching,<RM3k,Low,2019-07-08,2026-08-01,2026-08-14 00:26:12.005687
CUST003037,Male,1999-08-19,Johor,Johor Bahru,RM6k-10k,Low,2019-06-15,2026-08-01,2026-08-14 00:26:12.005687
CUST003038,Female,1972-10-08,Johor,Batu Pahat,RM6k-10k,Medium,2025-12-11,2026-08-01,2026-08-14 00:26:12.005687
CUST003039,Female,1985-06-23,Perak,Taiping,RM10k-15k,Medium,2024-05-21,2026-08-01,2026-08-14 00:26:12.005687
CUST003040,Male,1955-12-19,Penang,Butterworth,RM6k-10k,Low,2020-06-10,2026-08-01,2026-08-14 00:26:12.005687
CUST003041,Female,1998-05-13,Kuala Lumpur,Kuala Lumpur,<RM3k,Low,2021-07-31,2026-08-01,2026-08-14 00:26:12.005687
CUST003042,Male,1957-11-24,Sarawak,Kuching,>RM15k,Low,2018-04-10,2026-08-01,2026-08-14 00:26:12.005687
CUST003043,Male,1981-07-06,Melaka,Melaka City,RM6k-10k,Medium,2025-08-15,2026-08-01,2026-08-14 00:26:12.005687
CUST003044,Female,1972-03-27,Kuala Lumpur,Kuala Lumpur,RM3k-6k,Low,2021-06-28,2026-08-01,2026-08-14 00:26:12.005687
CUST003045,Male,1956-10-02,Kuala Lumpur,Kuala Lumpur,>RM15k,High,2021-01-28,2026-08-01,2026-08-14 00:26:12.005687
CUST003046,Male,1977-08-22,Perak,Ipoh,<RM3k,Low,2019-12-21,2026-08-01,2026-08-14 00:26:12.005687
CUST003047,Female,2000-11-03,Penang,George Town,<RM3k,High,2018-08-29,2026-08-01,2026-08-14 00:26:12.005687
CUST003048,Male,1963-03-06,Selangor,Shah Alam,RM6k-10k,Low,2024-02-05,2026-08-01,2026-08-14 00:26:12.005687
CUST003049,Male,1969-04-27,Johor,Johor Bahru,RM6k-10k,Low,2019-10-13,2026-08-01,2026-08-14 00:26:12.005687
CUST003050,Female,1964-04-11,Perak,Ipoh,RM6k-10k,Low,2018-09-11,2026-08-01,2026-08-14 00:26:12.005687
CUST003051,Male,1961-02-14,Johor,Johor Bahru,>RM15k,Low,2025-10-29,2026-08-01,2026-08-14 00:26:12.005687
CUST003052,Female,1966-04-12,Kuala Lumpur,Kuala Lumpur,RM3k-6k,High,2022-05-20,2026-08-01,2026-08-14 00:26:12.005687
CUST003053,Male,1983-01-07,Kuala Lumpur,Kuala Lumpur,>RM15k,Low,2018-08-14,2026-08-01,2026-08-14 00:26:12.005687
CUST003054,Male,1993-03-30,Johor,Muar,<RM3k,Low,2020-04-25,2026-08-01,2026-08-14 00:26:12.005687
CUST003055,Male,1988-10-27,Melaka,Melaka City,<RM3k,High,2022-06-06,2026-08-01,2026-08-14 00:26:12.005687
CUST003056,Male,1992-10-15,Penang,Butterworth,RM3k-6k,Low,2019-08-27,2026-08-01,2026-08-14 00:26:12.005687
CUST003057,Male,1990-01-23,Selangor,Subang Jaya,<RM3k,Low,2025-12-01,2026-08-01,2026-08-14 00:26:12.005687
CUST003058,Female,1973-10-06,Melaka,Melaka City,RM3k-6k,Low,2025-01-01,2026-08-01,2026-08-14 00:26:12.005687
CUST003059,Female,1999-02-09,Selangor,Shah Alam,RM10k-15k,Low,2025-01-31,2026-08-01,2026-08-14 00:26:12.005687
CUST003060,Female,1963-06-12,Johor,Johor Bahru,RM10k-15k,High,2022-02-14,2026-08-01,2026-08-14 00:26:12.005687
CUST003061,Male,1989-04-15,Kuala Lumpur,Kuala Lumpur,RM10k-15k,Low,2025-11-26,2026-08-01,2026-08-14 00:26:12.005687
CUST003062,Female,1960-06-07,Sabah,Sandakan,<RM3k,Medium,2020-08-08,2026-08-01,2026-08-14 00:26:12.005687
CUST003063,Female,1992-07-05,Perak,Ipoh,RM10k-15k,Low,2022-06-11,2026-08-01,2026-08-14 00:26:12.005687
CUST003064,Male,1959-04-09,Sabah,Kota Kinabalu,RM3k-6k,Low,2023-12-20,2026-08-01,2026-08-14 00:26:12.005687
CUST003065,Female,1965-08-04,Selangor,Subang Jaya,RM10k-15k,Medium,2022-01-15,2026-08-01,2026-08-14 00:26:12.005687
CUST003066,Female,1974-03-04,Johor,Johor Bahru,RM6k-10k,Medium,2024-10-28,2026-08-01,2026-08-14 00:26:12.005687
CUST003067,Female,1989-01-10,Kuala Lumpur,Kuala Lumpur,<RM3k,Medium,2018-10-31,2026-08-01,2026-08-14 00:26:12.005687
CUST003068,Female,1957-03-26,Negeri Sembilan,Seremban,RM6k-10k,Low,2021-07-15,2026-08-01,2026-08-14 00:26:12.005687
CUST003069,Male,1967-08-11,Kuala Lumpur,Kuala Lumpur,>RM15k,Low,2024-08-21,2026-08-01,2026-08-14 00:26:12.005687
CUST003070,Female,1971-05-07,Penang,George Town,RM3k-6k,Medium,2019-06-16,2026-08-01,2026-08-14 00:26:12.005687
CUST003071,Female,1990-10-26,Perak,Taiping,RM6k-10k,Medium,2021-01-29,2026-08-01,2026-08-14 00:26:12.005687
CUST003072,Male,2002-02-10,Kuala Lumpur,Kuala Lumpur,>RM15k,Low,2025-12-14,2026-08-01,2026-08-14 00:26:12.005687
CUST003073,Male,1985-02-03,Selangor,Klang,RM3k-6k,Low,2022-11-28,2026-08-01,2026-08-14 00:26:12.005687
CUST003074,Male,1979-11-13,Kuala Lumpur,Kuala Lumpur,RM3k-6k,Medium,2020-11-14,2026-08-01,2026-08-14 00:26:12.005687
CUST003075,Male,1971-06-24,Penang,Bayan Lepas,RM3k-6k,Low,2020-11-26,2026-08-01,2026-08-14 00:26:12.005687
CUST003076,Male,1995-04-23,Negeri Sembilan,Seremban,RM10k-15k,Medium,2019-08-24,2026-08-01,2026-08-14 00:26:12.005687
CUST003077,Female,1960-04-03,Johor,Johor Bahru,RM3k-6k,Medium,2023-11-17,2026-08-01,2026-08-14 00:26:12.005687
CUST003078,Male,1961-05-02,Negeri Sembilan,Seremban,RM6k-10k,Low,2018-10-29,2026-08-01,2026-08-14 00:26:12.005687
CUST003079,Male,1964-11-09,Kuala Lumpur,Kuala Lumpur,RM3k-6k,Low,2019-08-31,2026-08-01,2026-08-14 00:26:12.005687
CUST003080,Female,1968-02-19,Selangor,Petaling Jaya,>RM15k,Low,2018-12-28,2026-08-01,2026-08-14 00:26:12.005687
CUST003081,Female,1977-08-13,Melaka,Melaka City,>RM15k,Medium,2024-01-11,2026-08-01,2026-08-14 00:26:12.005687
CUST003082,Female,2001-05-18,Melaka,Melaka City,RM6k-10k,High,2025-07-17,2026-08-01,2026-08-14 00:26:12.005687
CUST003083,Male,1986-11-13,Selangor,Klang,>RM15k,Medium,2018-09-12,2026-08-01,2026-08-14 00:26:12.005687
CUST003084,Male,1973-10-17,Perak,Ipoh,RM6k-10k,Low,2025-07-28,2026-08-01,2026-08-14 00:26:12.005687
CUST003085,Male,1965-05-13,Melaka,Melaka City,>RM15k,Low,2025-04-30,2026-08-01,2026-08-14 00:26:12.005687
CUST003086,Female,1986-10-08,Sabah,Kota Kinabalu,<RM3k,Medium,2022-01-23,2026-08-01,2026-08-14 00:26:12.005687
CUST003087,Female,1967-05-28,Penang,Butterworth,RM3k-6k,Low,2018-04-19,2026-08-01,2026-08-14 00:26:12.005687
CUST003088,Female,2002-10-29,Kuala Lumpur,Kuala Lumpur,RM10k-15k,Medium,2023-07-15,2026-08-01,2026-08-14 00:26:12.005687
CUST003089,Male,1978-05-29,Kuala Lumpur,Kuala Lumpur,RM3k-6k,Low,2022-03-13,2026-08-01,2026-08-14 00:26:12.005687
CUST003090,Male,1981-12-26,Penang,Bayan Lepas,RM3k-6k,Low,2024-08-29,2026-08-01,2026-08-14 00:26:12.005687
CUST003091,Male,1999-04-08,Johor,Muar,RM10k-15k,Low,2020-05-11,2026-08-01,2026-08-14 00:26:12.005687
CUST003092,Male,1969-12-17,Selangor,Klang,RM6k-10k,Medium,2022-06-17,2026-08-01,2026-08-14 00:26:12.005687
CUST003093,Male,1978-02-12,Selangor,Shah Alam,RM3k-6k,Medium,2025-02-18,2026-08-01,2026-08-14 00:26:12.005687
CUST003094,Male,1981-01-23,Selangor,Shah Alam,RM3k-6k,Low,2023-05-03,2026-08-01,2026-08-14 00:26:12.005687
CUST003095,Female,1968-04-13,Johor,Batu Pahat,RM3k-6k,Low,2023-03-03,2026-08-01,2026-08-14 00:26:12.005687
CUST003096,Female,1957-09-04,Selangor,Klang,<RM3k,High,2025-09-25,2026-08-01,2026-08-14 00:26:12.005687
CUST003097,Female,1968-11-25,Selangor,Petaling Jaya,RM3k-6k,High,2021-12-01,2026-08-01,2026-08-14 00:26:12.005687
CUST003098,Female,1960-07-03,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Low,2019-05-19,2026-08-01,2026-08-14 00:26:12.005687
CUST003099,Female,1988-02-08,Sarawak,Kuching,RM10k-15k,Medium,2025-10-22,2026-08-01,2026-08-14 00:26:12.005687
CUST003100,Female,1955-05-09,Penang,Butterworth,RM3k-6k,High,2019-02-10,2026-08-01,2026-08-14 00:26:12.005687
CUST003101,Male,1970-07-04,Kuala Lumpur,Kuala Lumpur,RM3k-6k,Low,2022-05-29,2026-08-01,2026-08-14 00:26:12.005687
CUST003102,Female,1998-04-28,Johor,Muar,RM6k-10k,Low,2024-01-09,2026-08-01,2026-08-14 00:26:12.005687
CUST003103,Male,1982-11-10,Selangor,Shah Alam,<RM3k,Medium,2024-04-18,2026-08-01,2026-08-14 00:26:12.005687
CUST003104,Male,1987-11-22,Penang,Bayan Lepas,RM3k-6k,Low,2023-08-17,2026-08-01,2026-08-14 00:26:12.005687
CUST003105,Male,1987-10-03,Penang,Butterworth,RM3k-6k,Medium,2021-05-27,2026-08-01,2026-08-14 00:26:12.005687
CUST003106,Male,1969-08-13,Penang,Bayan Lepas,RM6k-10k,Low,2019-06-28,2026-08-01,2026-08-14 00:26:12.005687
CUST003107,Female,1985-12-24,Perak,Taiping,<RM3k,Low,2018-04-22,2026-08-01,2026-08-14 00:26:12.005687
CUST003108,Male,1965-11-01,Kuala Lumpur,Kuala Lumpur,RM3k-6k,Low,2020-06-02,2026-08-01,2026-08-14 00:26:12.005687
CUST003109,Female,1986-02-19,Selangor,Subang Jaya,RM6k-10k,Medium,2025-10-10,2026-08-01,2026-08-14 00:26:12.005687
CUST003110,Male,1988-06-20,Kuala Lumpur,Kuala Lumpur,RM10k-15k,Low,2023-06-25,2026-08-01,2026-08-14 00:26:12.005687
CUST003111,Female,1997-12-05,Johor,Batu Pahat,RM6k-10k,Low,2021-04-03,2026-08-01,2026-08-14 00:26:12.005687
CUST003112,Female,2000-01-20,Johor,Batu Pahat,>RM15k,Low,2021-12-15,2026-08-01,2026-08-14 00:26:12.005687
CUST003113,Male,1956-03-05,Sabah,Kota Kinabalu,RM6k-10k,Medium,2020-09-03,2026-08-01,2026-08-14 00:26:12.005687
CUST003114,Male,1969-08-28,Kuala Lumpur,Kuala Lumpur,RM3k-6k,Low,2025-02-22,2026-08-01,2026-08-14 00:26:12.005687
CUST003115,Female,1981-10-22,Penang,Bayan Lepas,RM3k-6k,Low,2021-08-17,2026-08-01,2026-08-14 00:26:12.005687
CUST003116,Male,1970-10-03,Selangor,Petaling Jaya,<RM3k,Medium,2024-09-11,2026-08-01,2026-08-14 00:26:12.005687
CUST003117,Female,1985-04-23,Selangor,Shah Alam,RM3k-6k,Low,2018-05-30,2026-08-01,2026-08-14 00:26:12.005687
CUST003118,Male,1996-11-08,Perak,Taiping,<RM3k,Medium,2021-11-23,2026-08-01,2026-08-14 00:26:12.005687
CUST003119,Female,1967-08-23,Kuala Lumpur,Kuala Lumpur,RM3k-6k,Low,2022-10-28,2026-08-01,2026-08-14 00:26:12.005687
CUST003120,Female,1998-10-09,Selangor,Klang,RM6k-10k,Medium,2023-05-02,2026-08-01,2026-08-14 00:26:12.005687
CUST003121,Female,1998-03-20,Selangor,Subang Jaya,RM6k-10k,Low,2018-03-11,2026-08-01,2026-08-14 00:26:12.005687
CUST003122,Female,1999-10-14,Perak,Ipoh,RM3k-6k,Low,2023-02-23,2026-08-01,2026-08-14 00:26:12.005687
CUST003123,Female,1958-08-08,Selangor,Petaling Jaya,RM6k-10k,Low,2024-09-17,2026-08-01,2026-08-14 00:26:12.005687
CUST003124,Female,1969-05-13,Negeri Sembilan,Seremban,RM3k-6k,High,2018-09-26,2026-08-01,2026-08-14 00:26:12.005687
CUST003125,Female,1961-01-30,Negeri Sembilan,Seremban,RM6k-10k,Medium,2020-08-24,2026-08-01,2026-08-14 00:26:12.005687
CUST003126,Female,1960-11-23,Sarawak,Kuching,RM6k-10k,Low,2021-05-28,2026-08-01,2026-08-14 00:26:12.005687
CUST003127,Male,1957-08-09,Selangor,Subang Jaya,RM3k-6k,Low,2020-01-14,2026-08-01,2026-08-14 00:26:12.005687
CUST003128,Female,1976-07-23,Perak,Ipoh,RM3k-6k,Low,2021-07-08,2026-08-01,2026-08-14 00:26:12.005687
CUST003129,Male,1959-04-10,Kuala Lumpur,Kuala Lumpur,>RM15k,Low,2025-02-21,2026-08-01,2026-08-14 00:26:12.005687
CUST003130,Male,1969-06-29,Melaka,Melaka City,RM6k-10k,Low,2025-03-06,2026-08-01,2026-08-14 00:26:12.005687
CUST003131,Female,2003-01-31,Johor,Batu Pahat,RM6k-10k,High,2022-10-23,2026-08-01,2026-08-14 00:26:12.005687
CUST003132,Male,1998-04-22,Kuala Lumpur,Kuala Lumpur,<RM3k,Low,2025-01-29,2026-08-01,2026-08-14 00:26:12.005687
CUST003133,Female,2000-11-30,Selangor,Petaling Jaya,RM3k-6k,High,2024-07-09,2026-08-01,2026-08-14 00:26:12.005687
CUST003134,Female,1956-10-17,Sarawak,Kuching,RM3k-6k,Low,2018-06-18,2026-08-01,2026-08-14 00:26:12.005687
CUST003135,Male,1987-05-20,Melaka,Melaka City,>RM15k,Medium,2021-02-04,2026-08-01,2026-08-14 00:26:12.005687
CUST003136,Male,1986-01-21,Johor,Muar,<RM3k,Low,2024-10-04,2026-08-01,2026-08-14 00:26:12.005687
CUST003137,Male,1961-07-03,Johor,Muar,RM3k-6k,Low,2021-07-16,2026-08-01,2026-08-14 00:26:12.005687
CUST003138,Female,1999-05-27,Sabah,Sandakan,>RM15k,Medium,2022-11-22,2026-08-01,2026-08-14 00:26:12.005687
CUST003139,Male,1974-10-24,Sarawak,Kuching,RM6k-10k,Low,2021-04-18,2026-08-01,2026-08-14 00:26:12.005687
CUST003140,Female,2002-11-08,Sabah,Sandakan,RM3k-6k,Medium,2018-02-17,2026-08-01,2026-08-14 00:26:12.005687
CUST003141,Female,1960-08-01,Selangor,Petaling Jaya,RM6k-10k,Medium,2022-07-09,2026-08-01,2026-08-14 00:26:12.005687
CUST003142,Female,1986-11-08,Penang,Butterworth,RM6k-10k,High,2021-01-19,2026-08-01,2026-08-14 00:26:12.005687
CUST003143,Male,1961-05-28,Sarawak,Kuching,>RM15k,Medium,2024-03-10,2026-08-01,2026-08-14 00:26:12.005687
CUST003144,Female,2001-07-17,Kuala Lumpur,Kuala Lumpur,<RM3k,Low,2025-02-07,2026-08-01,2026-08-14 00:26:12.005687
CUST003145,Male,1984-10-08,Selangor,Subang Jaya,RM10k-15k,Low,2018-11-02,2026-08-01,2026-08-14 00:26:12.005687
CUST003146,Male,1958-09-16,Kuala Lumpur,Kuala Lumpur,RM3k-6k,Medium,2020-11-12,2026-08-01,2026-08-14 00:26:12.005687
CUST003147,Male,1965-07-11,Selangor,Klang,RM10k-15k,Low,2021-02-21,2026-08-01,2026-08-14 00:26:12.005687
CUST003148,Male,1972-08-08,Sabah,Kota Kinabalu,RM10k-15k,Medium,2023-05-30,2026-08-01,2026-08-14 00:26:12.005687
CUST003149,Male,1955-08-19,Selangor,Shah Alam,RM10k-15k,Low,2021-03-03,2026-08-01,2026-08-14 00:26:12.005687
CUST003150,Female,1955-06-05,Johor,Johor Bahru,RM10k-15k,Medium,2022-07-11,2026-08-01,2026-08-14 00:26:12.005687
CUST003151,Female,2000-05-06,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Low,2025-04-07,2026-08-01,2026-08-14 00:26:12.005687
CUST003152,Male,2003-01-28,Melaka,Melaka City,<RM3k,Low,2022-09-19,2026-08-01,2026-08-14 00:26:12.005687
CUST003153,Female,1981-04-10,Sarawak,Kuching,<RM3k,High,2018-10-15,2026-08-01,2026-08-14 00:26:12.005687
CUST003154,Female,1999-03-26,Johor,Muar,RM3k-6k,Medium,2021-11-05,2026-08-01,2026-08-14 00:26:12.005687
CUST003155,Female,1987-02-07,Perak,Taiping,RM6k-10k,Low,2025-02-02,2026-08-01,2026-08-14 00:26:12.005687
CUST003156,Female,1956-05-17,Kuala Lumpur,Kuala Lumpur,RM3k-6k,Low,2021-11-09,2026-08-01,2026-08-14 00:26:12.005687
CUST003157,Female,1990-01-03,Sarawak,Miri,RM10k-15k,Medium,2025-11-11,2026-08-01,2026-08-14 00:26:12.005687
CUST003158,Female,1955-11-21,Perak,Ipoh,RM6k-10k,Low,2025-03-21,2026-08-01,2026-08-14 00:26:12.005687
CUST003159,Male,1995-01-03,Kuala Lumpur,Kuala Lumpur,>RM15k,Medium,2020-02-11,2026-08-01,2026-08-14 00:26:12.005687
CUST003160,Female,1972-12-24,Negeri Sembilan,Seremban,RM3k-6k,Medium,2021-04-23,2026-08-01,2026-08-14 00:26:12.005687
CUST003161,Male,1961-12-02,Kuala Lumpur,Kuala Lumpur,RM10k-15k,Low,2019-06-25,2026-08-01,2026-08-14 00:26:12.005687
CUST003162,Male,1967-09-01,Penang,Bayan Lepas,RM10k-15k,Low,2019-07-14,2026-08-01,2026-08-14 00:26:12.005687
CUST003163,Female,1988-06-25,Kuala Lumpur,Kuala Lumpur,>RM15k,Low,2020-12-10,2026-08-01,2026-08-14 00:26:12.005687
CUST003164,Male,1996-06-30,Perak,Ipoh,RM10k-15k,Low,2021-05-11,2026-08-01,2026-08-14 00:26:12.005687
CUST003165,Male,1982-12-18,Kuala Lumpur,Kuala Lumpur,RM3k-6k,Medium,2020-10-20,2026-08-01,2026-08-14 00:26:12.005687
CUST003166,Male,1962-11-12,Kuala Lumpur,Kuala Lumpur,<RM3k,Low,2023-11-11,2026-08-01,2026-08-14 00:26:12.005687
CUST003167,Female,1999-02-08,Johor,Johor Bahru,>RM15k,High,2019-03-20,2026-08-01,2026-08-14 00:26:12.005687
